url,name,category,activity,rating,city,country,status,notes,last_updated
https://www.facebook.com/groups/854708061388216/,البيت السوري في المانيا Syrische Haus in Deutschland,Privat,Sehr Aktiv (نشط جداً),A++,,Deutschland,member,,2026-09-25 18:20:44
https://www.facebook.com/groups/338302677007253/,Sabaya FriendZ 👑,Privat,Sehr Aktiv (نشط جداً),A,Aleppo,,member,,2026-09-25 18:22:54
https://www.facebook.com/groups/173923733758548/,ملتقى صبايا المانيا,Privat,Sehr Aktiv (نشط جداً),A++,Berlin,"Deutschland, Syrien, Türkei",member,,2026-09-25 18:24:28
https://www.facebook.com/groups/1278308109515324/,صبايا شتوتغارت ماحولها,Privat,Sehr Aktiv (نشط جداً),A++,,"Deutschland, Europa, Syrien",member,,2026-09-25 18:25:32
https://www.facebook.com/groups/1625675894369782/,السفر من ألمانيا🇩🇪 إلى سوريا 🇸🇾والعكس✈️,Privat,Sehr Aktiv (نشط جداً),A++,"Aleppo, Berlin, Damaskus","Deutschland, Syrien, Türkei",member,,2026-09-25 18:26:06
https://www.facebook.com/groups/arab.in.deutschland/,Arabische Studierende in Berlin-الطلاب العرب في برلين,Privat,Sehr Aktiv (نشط جداً),A++,Berlin,"Deutschland, Europa",member,,2026-09-25 18:26:38
